id,question_id,country_id,text,created
119,119,1,Which gaming platforms do you regularly use?,2016-07-13 00:10:41
243,119,2,Which gaming platforms do you regularly use?,2016-07-13 00:10:41
388,119,3,Which gaming platforms do you regularly use?,2016-07-13 00:10:42
120,120,1,What is your ethnicity?,2016-07-13 00:10:41
121,121,1,"Please indicate the age and gender of each of your children under the age of 18. 
Enter in 0 for children under the age of 1.",2016-07-13 00:10:41
245,121,2,"Please indicate the age and gender of each of your children under the age of 18. 
Enter in 0 for children under the age of 1.",2016-07-13 00:10:41
397,121,3,Please indicate the age and gender of each of your children under the age of 18.,2016-07-13 00:10:42
122,122,1,Which of your children will be able to take a survey?,2016-07-13 00:10:41
246,122,2,Which of your children will be able to take a survey? ,2016-07-13 00:10:41
398,122,3,Which of your children will be able to take a survey?,2016-07-13 00:10:42
123,123,1,What is the highest level of education you have completed? ,2016-07-13 00:10:41
248,123,2,What is the highest level of education you have completed?,2016-07-13 00:10:41
434,123,3,What is the highest level of education you have completed?,2016-07-13 00:10:42
220,124,2,What is your postcode? ,2016-07-13 00:10:41
221,125,2,In which region do you live?,2016-07-13 00:10:41
222,126,2,In which county do you live?,2016-07-13 00:10:41
236,127,2,Which of the following best describes what role you play when making traveling decisions for you and your household?,2016-07-13 00:10:41
383,127,3,Which of the following best describes what role you play when making traveling decisions for you and your household?,2016-07-13 00:10:42
240,128,2,Which of the following products have you used or bought in the last 12 months?,2016-07-13 00:10:41
241,129,2,Which of the following products would you ever consider using?,2016-07-13 00:10:41
244,130,2,What is your race?,2016-07-13 00:10:41
247,131,2,Do you have a webcam and are you willing to use it for an online research opportunity?,2016-07-13 00:10:41
401,131,3,Do you have a webcam and are you willing to use it for an online research opportunity?,2016-07-13 00:10:42
251,132,3,What is your zip code?,2016-07-13 00:10:42
252,133,3,"Are you of Hispanic, Latino, or Spanish origin?",2016-07-13 00:10:42
253,134,3,What is your state?,2016-07-13 00:10:42
254,135,3,What is your DMA?,2016-07-13 00:10:42
255,136,3,What is your county?,2016-07-13 00:10:42
256,137,3,What is your Division?,2016-07-13 00:10:42
257,138,3,What is your race?,2016-07-13 00:10:42
258,139,3,what is your MSA?,2016-07-13 00:10:42
259,140,3,What is your REGION ?,2016-07-13 00:10:42
262,141,3,"Are you registered to vote?
",2016-07-13 00:10:42
338,142,3,Please select the model of the car you own.,2016-07-13 00:10:42
348,143,3,test,2016-07-13 00:10:42
354,144,3,What is the device type?,2016-07-13 00:10:42
356,145,3,What is the device brand name?,2016-07-13 00:10:42
360,146,3,Is flash enabled?,2016-07-13 00:10:42
361,147,3,How much total combined income do all members of your household earn before taxes?,2016-07-13 00:10:42
369,148,3,Has a doctor or physician or allergy specialist diagnosed your condition as being an allergy? ,2016-07-13 00:10:42
370,149,3,Which of the following religions do you most closely identify with?,2016-07-13 00:10:42
372,150,3,Which of the following appliances do you own?,2016-07-13 00:10:42
373,151,3,"Which of the following appliances have you purchased in the last 6 months, or intend to buy in the next 6 months?",2016-07-13 00:10:42
374,152,3,"Which of the following financial products do you own?
",2016-07-13 00:10:42
375,153,3,Which of the following groceries have you purchased in the last four weeks?,2016-07-13 00:10:42
376,154,3,Which of the following symptoms have you experienced in the last 6 months?,2016-07-13 00:10:42
377,155,3,Have you taken any medicine to avoid menstrual cramps in the last 6 months?,2016-07-13 00:10:42
378,156,3,"Which of the following products have you purchased in the last 2 years, or intend to buy in the next 12 months?",2016-07-13 00:10:42
389,157,3,"In politics today, do you consider yourself a Democrat, Republican, or Independent?",2016-07-13 00:10:42
390,158,3,Would you say that in your household you speak…? / Diría que en su hogar usted habla…?,2016-07-13 00:10:42
391,159,3,When do you estimate that you will purchase/lease your next car?,2016-07-13 00:10:42
392,160,3,Some research studies require validating your information with your Linkedin profile. Would you be willing to sign in with LinkedIn to qualify for specific surveys?,2016-07-13 00:10:42
393,161,3,Linkedin Auth Status,2016-07-13 00:10:42
394,162,3,What is your linkedin industry?,2016-07-13 00:10:42
395,163,3,What is your linkedin position?,2016-07-13 00:10:42
396,164,3,What is your linkedIn location?,2016-07-13 00:10:42
399,165,3,"Generally speaking, do you usually think of yourself as a Republican, a Democrat, an Independent, or what?",2016-07-13 00:10:42
400,166,3,,2016-07-13 00:10:42
402,167,3,Political_FEC_07_08,2016-07-13 00:10:42
403,168,3,Political_FEC_09_10,2016-07-13 00:10:42
404,169,3,Political_FEC_11_12,2016-07-13 00:10:42
405,170,3,Political_FEC_13_14,2016-07-13 00:10:42
406,171,3,Political_2006_Voter,2016-07-13 00:10:42
407,172,3,Political_2007_Voter,2016-07-13 00:10:42
408,173,3,Political_2009_Voter,2016-07-13 00:10:42
409,174,3,Political_2010_Voter,2016-07-13 00:10:42
410,175,3,Political_2011_Voter,2016-07-13 00:10:42
411,176,3,Political_2013_Voter,2016-07-13 00:10:42
412,177,3,Political_2014_Voter,2016-07-13 00:10:42
413,178,3,Political_Runoff_2006,2016-07-13 00:10:42
414,179,3,Political_Runoff_2008,2016-07-13 00:10:42
415,180,3,Political_Runoff_2009,2016-07-13 00:10:42
416,181,3,Political_Runoff_2010,2016-07-13 00:10:42
417,182,3,Political_Runoff_2011,2016-07-13 00:10:42
418,183,3,Political_Runoff_2012,2016-07-13 00:10:42
419,184,3,Political_Runoff_2013,2016-07-13 00:10:42
420,185,3,Political_Runoff_2014,2016-07-13 00:10:42
421,186,3,Political_Primary_2006,2016-07-13 00:10:42
422,187,3,Political_Primary_2007,2016-07-13 00:10:42
423,188,3,Political_Primary_2008,2016-07-13 00:10:42
424,189,3,Political_Primary_2009,2016-07-13 00:10:42
425,190,3,Political_Primary_2010,2016-07-13 00:10:42
426,191,3,Political_Primary_2011,2016-07-13 00:10:42
427,192,3,Political_Primary_2012,2016-07-13 00:10:42
428,193,3,Political_Primary_2013,2016-07-13 00:10:42
429,194,3,Political_Primary_2014,2016-07-13 00:10:42
430,195,3,Political_Registration_Date,2016-07-13 00:10:42
431,196,3,Political_State_Contributor,2016-07-13 00:10:42
432,197,3,Political_Voter_Count,2016-07-13 00:10:42
433,198,3,How much total combined income do all members of your household earn before taxes?,2016-07-13 00:10:42
